sample,id,text,reply_to,Target_chi,Target_categoria,Contenuto/tema,offensività,hate speech,tipo_risposta,RISPOSTA
Camp300HS,"1,19147710805014E+018",@Gazzetta_it Lo sanno tutti che a Verona ci sono i più schifosi sporchi razzisti.,"""#Castellini, cap\u00f2 ultr\u00e0 del #Verona choc: \""#Balotelli non \u00e8 del tutto italiano, ha fatto una pagliacciata. Anche no\u2026 https://t.co/gdowM9FXQD""",gruppo,tifosi,insulto generico,2,0,OFF comport gruppo,"Anche se non si è d'accordo con le azioni e i comportamenti di alcune persone, si può esprimere il proprio disaccordo senza offendere un intero gruppo di persone."
Camp100hs,"1,22012621896571E+018",@Gazzetta_it I procuratori sono la rovina del calcio!,,gruppo,organizzazione,insulto generico,1,0,OFF comport gruppo,"Anche se non si è d'accordo con le azioni e i comportamenti di alcune persone, si può esprimere il proprio disaccordo senza offendere un intero gruppo di persone."
Camp300casuali,"1,2029496845386E+018",@tuttosport Sono milionari e fanno pure le fighette! 😤😪,"""#Juve, senti #Tevez: \""Pensavo al #Boca prima della finale di #Champions contro il #Barcellona\"" https://t.co/rSziOV4phS""",gruppo,atleti,insulto categoria,1,0,OFF donne,"L'atteggiamento di certe persone può non piacerci, ma si può esprimere la propria opinione senza offendere le donne in genere."
Camp100hs,"1,19502512199353E+018","@tuttosport Faceva meglio a stare zitto dato lo schifo che sta facendo, almeno aveva una scusante",,singolo,non identificabile,insulto generico,1,0,OFF errori,"Le persone possono certamente commettere degli errori, ma si può farlo notare senza offendere."
Camp300HS,"1,22572011807383E+018",@tuttosport Ha il culo più grande delle matrone del sud degli U.S.A.,"""#Georgina a #Sanremo, tango sexy sul palco dell'Ariston\n \ud83d\udcf7 https://t.co/RQLcsIKN3K""",singolo,personaggi,discriminazione,1,1,OFF fisico,"Sì può essere d'accordo o meno con i comportamenti o gli atteggiamenti altrui, ma questo non ha nulla a che fare con l'aspetto fisico della persona."
Camp300HS,"1,18048937258564E+018",@tuttosport Ma va' a cagare....nano di merda💩💩💩💩,"""#Napoli, #Mertens: \""Lotta #scudetto pi\u00f9 aperta, la #Juve fatica a vincere\"" \ud83d\udd0a\u2b07\ufe0f https://t.co/wI0PtvRpoE""",singolo,atleti,insulto categoria,2,0,OFF fisico,"Sì può essere d'accordo o meno con i comportamenti o gli atteggiamenti altrui, ma questo non ha nulla a che fare con l'aspetto fisico della persona."
Camp100hs,"1,18635519465485E+018","@Sport_Mediaset la domanda giusta è...."" ma chi caxxo lo caga a sto gnomo di merda sui social?",,singolo,non identificabile,insulto generico,2,0,OFF fisico,"Sì può essere d'accordo o meno con i comportamenti o gli atteggiamenti altrui, ma questo non ha nulla a che fare con l'aspetto fisico della persona."
Camp300casuali,"1,20619282814303E+018","@Gazzetta_it Ok, intanto però v'attaccate al cazzo. Voi e quel repubblichino di merda di Cucci.","""Scegliere l'ingiustizia sommaria non \u00e8 da #Inter https://t.co/dA4ZeygLZE #serieA #inter""",gruppo,giornalismo,insulto generico,2,0,OFF generico,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera civile ed educata."
Camp100hs,"1,20526254283205E+018",@tuttosport @Gloria17071942 Fuori dal cazzo ste 💩.. che vogliono fare soldi a spese di tanti altri tifosi fuori in tutti gli stadi però.,,gruppo,non identificabile,insulto generico,1,0,OFF generico,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera civile ed educata."
Camp100hs,"1,22441639274269E+018","@Gazzetta_it Quanto rosicate merde, e più rosicate e più godiamo e più vinciamo",,gruppo,non identificabile,insulto generico,1,0,OFF generico,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera civile ed educata."
Camp300HS,"1,19982490923452E+018","""@SkySport se non mandate @RickyTrevisani e @leleadani per #InterBarcellona siete proprio delle merde. #UCL #Amala""",NOT FOUND,organizzazione,giornalismo,insulto generico,1,0,OFF generico,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera civile ed educata."
Camp100hs,"1,21388148523889E+018",@Sport_Mediaset Soliti fascisti razzisti di m**** spalleggiati da Salvini e soci,,organizzazione,giornalismo,insulto generico,1,0,OFF generico,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera civile ed educata."
Camp100hs,"1,18994850559234E+018",@SkySport Il maestro di tuffi Mertens insegna. Buffoni e ridicoli.,,gruppo,non identificabile,insulto generico,1,0,OFF generico,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera civile ed educata."
Camp100hs,"1,18051240457841E+018",@Gazzetta_it Buffoni. A San siro c’è l’Inter!,,gruppo,non identificabile,insulto generico,1,0,OFF generico,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera civile ed educata."
Camp100casuali,"1,20472728242794E+018",@Gazzetta_it @Inter Ridicoli loro e voi,,gruppo,squadra,insulto generico,1,0,OFF generico,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera civile ed educata."
Camp100casuali,"1,19102412400674E+018",@_AndreaPontone Io le darei a voi tre giornate. Inutili e patetici. Ne meritate 20 di fila.,,gruppo,tifosi,insulto generico,1,0,OFF generico,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera civile ed educata."
Camp300HS,"1,19200358166426E+018",@lizouxoliva @jolandafiore Ma state I zitti ridicoli,"""@jolandafiore Lei \u00e8 giornalista? Si... e la stimo tanto. Un consiglio... prima di twittare si legga il regolamento.\u2026 https://t.co/vXwlnLpDcg""",gruppo,utente,insulto generico,1,0,OFF generico,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera civile ed educata."
Camp300casuali,"1,20152137098905E+018","""@Sport_Mediaset Gonde ha trovato i 100 euro? 🤣 🤣 🤣 🤣Ridicoli come u nabbule.. 👏👏","""#Inter, tutti a cena per festeggiare la vetta. I giocatori in un noto ristorante di Milano dopo la vittoria contro\u2026 https://t.co/owwNIJRgyN""",organizzazione,squadra,insulto generico,1,0,OFF generico,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera civile ed educata."
Camp300HS,"1,22720157858048E+018",@Sport_Mediaset Guarda come caga in gola a De Laurentis e compagnia. Ti amo @MrAncelotti,"""#Ancelotti: \""#Napoli, avevo annusato l'esonero. Hanno cercato di cambiarmi\"".\nIl tecnico dell'#Everton sull'addio az\u2026 https://t.co/6GLu1Ba4Hm""",singolo,allenatori,insulto generico,1,0,OFF generico volgare,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera non offensiva."
Camp100casuali,"1,22041276110615E+018",@Gazzetta_it Rugani???? Ma dai va la...gli fa una sega a Bastoni!!!,,singolo,atleti,insulto generico,1,0,OFF generico volgare,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera non offensiva."
Camp300HS,"1,21263896995716E+018",@Gazzetta_it Ibra gli piscia in testa a kisto,"""Parte un #mercato boom: la #Juve graffia, ora tocca a #Inter e #Milan. Sar\u00e0 record? https://t.co/3JSevr3rs9""",singolo,non identificabile,insulto generico,1,0,OFF generico volgare,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera non offensiva."
Camp300casuali,"1,22732757407589E+018","""@IMessia77 @AndreaCunctator @tuttosport La recompra de sta beneamata minchia caro gobbo 😎Pagare il prezzo pieno o attaccatevi al trolley 😏""","""@AndreaCunctator @tuttosport Questo Deficiente di Sabatini forse non sa' che su Orsolini \u00e8 stata inserita la \""Recom\u2026 https://t.co/ztFphzGbw3""",singolo,utente,insulto generico,1,0,OFF generico volgare,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera non offensiva."
Camp300HS,"1,18675393174716E+018",@Sport_Mediaset I soliti coglioni. Mamma mia da bergamasca mi vergogno,"""#Atalanta, i tifosi \""nuotano\"" a Manchester verso l'impresa. La gag dei supporters della Dea sul tapis roulant dell'\u2026 https://t.co/gZONFxYfzY""",gruppo,tifosi,insulto generico,1,0,OFF generico volgare,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera non offensiva."
Camp300HS,"1,18048761266827E+018",@tuttosport Stavolta ha ragione...15000 coglioni nn rappresentano tutti i tifosi della Juve ..,"""#Conte furioso: \""Deficienti e ignoranti quelli che hanno fatto la petizione sulla stella #Juve\"" #InterJuventus \ud83d\udd0a\u2935\ufe0f https://t.co/7Cj4bRXQJY""",gruppo,tifosi,insulto generico,1,0,OFF generico volgare,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera non offensiva."
Camp100hs,"1,19413290007103E+018",@MomentiCalcio @aylaf93 So rimasti settotto gobbi de merda a guardarlo,,gruppo,tifosi,insulto generico,1,0,OFF generico volgare,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera non offensiva."
Camp300HS,"1,20253393972804E+018","@CorSport che foste coglioni lo sapevo, ma non fino a questo punto","""La prima pagina del Corriere dello Sport-Stadio \u2935\ufe0f\n\n-Black Friday\n-#Khedira fuori tre mesi \n\nLeggi le altre notizie\u2026 https://t.co/JnspEk6ls4""",organizzazione,giornalismo,insulto generico,1,0,OFF generico volgare,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera non offensiva."
Camp300HS,"1,22396680278032E+018",@marifcinter Povero coglione come chi riporta i suoi vaneggiamenti!,"""#Commisso: \""Sono disgustato, gli arbitri non possono decidere le partite. La Juve non ha bisogno di aiuti arbitrali\u2026 https://t.co/Jjpzo0CUy0""",singolo,allenatori,insulto generico,1,0,OFF generico volgare,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera non offensiva."
Camp300HS,"1,19618059395395E+018","@SkySportF1 @SkySport #Vettelout coglione,  #Leclerc è 10 spanne sopra te, e non te ne capaciti","""\ud83d\udde3 Il tedesco esprime la sua delusione\n\ud83d\udca5 dopo l'incidente a Interlagos\n#SkyMotori #F1 #Formula1 #BrazilianGP \nhttps://t.co/tNAwaW2TjY""",singolo,atleti,insulto generico,1,0,OFF generico volgare,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera non offensiva."
Camp300HS,"1,20288993346942E+018","@capuanogio É un coglione, cosi come chi lo protegge e non lo condanna.","""Discutete quello che volete (io non avrei titolato cos\u00ec un mio pezzo, ad esempio) ma dire che #Zazzaroni e il\u2026 https://t.co/ljo5StlBfJ""",singolo,giornalismo,insulto generico,1,0,OFF generico volgare,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera non offensiva."
Camp100hs,"1,18997088701086E+018",@tancredipalmeri @il_Malpensante Ma ti chiami Tancredi o Palmeri? Oppure più semplicemente coglione?!?,,singolo,giornalismo,insulto generico,1,0,OFF generico volgare,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera non offensiva."
Camp300casuali,"1,19143371530353E+018",@DavidSassoli E tu cojone,"""#Balotelli \u00e8 del tutto #italiano.\nBalotelli \u00e8 del tutto #europeo. https://t.co/2nJFNsHmu0""",singolo,personaggi,insulto generico,1,0,OFF generico volgare,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera non offensiva."
Camp300casuali,"1,1795032231384E+018",@AnxMassimo @Gazzetta_it A coglionazzo!!! Vai a nanna và che è tardi e domani devi andare a scuola!!,"""@Gazzetta_it So cazzi loro..\nIntanto son Campioni d 'Italia\nIntanto son terzi e da terzi ce sta un possibile Carton\u2026 https://t.co/eg57lqLR3u""",singolo,utente,insulto generico,1,0,OFF generico volgare,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera non offensiva."
Camp300casuali,"1,20912644562633E+018",@Gazzetta_it Mediaset mandate via pure il conduttore che e un coglione peggio di Cassano buon natale,"""#tv #Mediaset caccia #Cassano da #TikiTaka https://t.co/pJI8jhGWxr #serieA""",singolo,giornalismo,insulto generico,1,0,OFF generico volgare,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera non offensiva."
Camp100casuali,"1,18182722017791E+018",@CieloItalia quando il sinistronzismo finisce a puttane…,,organizzazione,giornalismo,insulto generico,1,0,OFF generico volgare,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera non offensiva."
Camp300HS,"1,22823774322373E+018","@Sport_Mediaset @SIMOMALA1 ogni cosa sulla juve tiraye fuori le regole ad hoc, avete rotto i coglioni, smetto di seguirvi",NOT FOUND,organizzazione,giornalismo,insulto generico,1,0,OFF generico volgare,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera non offensiva."
Camp300casuali,"1,21892321578921E+018",@SkySport  avete rotto i coglioni con tutte queste finestre pubblicitarie!,NOT FOUND,organizzazione,giornalismo,insulto generico,1,0,OFF generico volgare,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera non offensiva."
Camp300casuali,"1,2101500480609E+018",@Gazzetta_it A me ibra ha un po rotto il cazzo.,"""Auguri-sberleffo di #Ibrahimovic sui social. E intanto i tifosi milanisti sperano https://t.co/hcNbDFphRz #serieA #milan""",singolo,atleti,insulto generico,1,0,OFF generico volgare,"Ognuno è libero di esprimere il proprio pensiero, ma in maniera non offensiva."
Camp100casuali,"1,19573990015649E+018",@CorSport Quello che spacca e il ballerino.. i cosidetti,,singolo,atleti,insulto generico,1,0,OFF infastidire,"È normale che alcuni comportamenti/opinioni/pensieri ci possano infastidire, ma si potrebbe cerca di esprimerlo senza offendere e in modo gentile."
Camp300HS,"1,20584314222802E+018","@Inter Bravi, che vadano a fare in culo!","""\ud83d\udea8 | COMUNICATO\n\nOggi non si terr\u00e0 la conferenza stampa \ud83d\udc49 https://t.co/9ZPpGd8cR6\n\n#FCIM""",gruppo,non identificabile,insulto generico,1,0,OFF infastidire,"È normale che alcuni comportamenti/opinioni/pensieri ci possano infastidire, ma si potrebbe cerca di esprimerlo senza offendere e in modo gentile."
Camp300HS,"1,20661969428904E+018",@Gazzetta_it @Cristiano Dovete andare a fare in culo.,"""JUVENTUS Mercoled\u00ec prima volta di @Cristiano a Genova: ecco alcune curiosit\u00e0 sulle citt\u00e0 e gli stadi visitati in ca\u2026 https://t.co/RU9O8ztgY8""",organizzazione,giornalismo,insulto generico,1,0,OFF infastidire,"È normale che alcuni comportamenti/opinioni/pensieri ci possano infastidire, ma si potrebbe cerca di esprimerlo senza offendere e in modo gentile."
Camp300HS,"1,22435297883401E+018",@Gazzetta_it Ma vattene a fancul........,"""#Fiorentina #Commisso non molla: incontro con i vertici Figc a Coverciano https://t.co/ssYcnsWMri #serieA""",singolo,allenatori,insulto generico,1,0,OFF infastidire,"È normale che alcuni comportamenti/opinioni/pensieri ci possano infastidire, ma si potrebbe cerca di esprimerlo senza offendere e in modo gentile."
Camp300HS,"1,21786588987548E+018",@Sport_Mediaset @Sabatini Ma di che va a cagare Gasperini.....pagliaccio che non è altro,"""#AskSabatini: \""#Gasperini ha ragione, l'insulto 'Figlio di......' deve essere equiparato a un buu razzista\"". Voi ch\u2026 https://t.co/9YOsscAhxI""",singolo,allenatori,insulto generico,1,0,OFF infastidire,"È normale che alcuni comportamenti/opinioni/pensieri ci possano infastidire, ma si potrebbe cerca di esprimerlo senza offendere e in modo gentile."
Camp300casuali,"1,19982364878743E+018","""@ADeLaurentiis @sscnapoli Ma va a kaka' !!Forza Napoli""","""Con Ancelotti e con questa squadra due vittorie e un pareggio contro un Liverpool stracampione. Contro chi gufa add\u2026 https://t.co/KmUmt0iLbe""",singolo,allenatori,insulto generico,1,0,OFF infastidire,"È normale che alcuni comportamenti/opinioni/pensieri ci possano infastidire, ma si potrebbe cerca di esprimerlo senza offendere e in modo gentile."
Camp300HS,"1,21975935704442E+018",@it_samp 200 MILA EURO CACIOTTARO MA VATTENE A FARE IN CULO PEZZENTE,"""Di Marzio, #Tonelli: ballano ancora 200 Mila euro tra domanda e offerta. #sampdoria \n https://t.co/innhrhd5mc""",singolo,atleti,insulto generico,2,0,OFF infastidire,"È normale che alcuni comportamenti/opinioni/pensieri ci possano infastidire, ma si potrebbe cerca di esprimerlo senza offendere e in modo gentile."
Camp300casuali,"1,20044812884507E+018",@Gazzetta_it @leleadani Ma vai a cagare va!!,"""#Inter @leleadani dice la sua dopo l'esultanza sul 2-1 di #Lukaku a Praga: \""L'emozione supera ogni cosa\""\u2026 https://t.co/YVLIhBoFV5""",singolo,giornalismo,insulto generico,1,0,OFF infastidire,"È normale che alcuni comportamenti/opinioni/pensieri ci possano infastidire, ma si potrebbe cerca di esprimerlo senza offendere e in modo gentile."
Camp300HS,"1,19087521822038E+018",@realvarriale Vai a fare il culo.. Pezzo di merda 🖕🖕😂😂,"""Ancora un fallo di mano di #Deligt, sarebbe da rigore visti i precedenti, l'ultimo quello di oggi all' Olimpico, ma\u2026 https://t.co/wux1pzbJ5u""",singolo,giornalismo,insulto generico,2,0,OFF infastidire,"È normale che alcuni comportamenti/opinioni/pensieri ci possano infastidire, ma si potrebbe cerca di esprimerlo senza offendere e in modo gentile."
Camp100hs,"1,18753587413906E+018",@tuttosport Ma va a cagare tirchio...,,singolo,non identificabile,insulto generico,1,0,OFF infastidire,"È normale che alcuni comportamenti/opinioni/pensieri ci possano infastidire, ma si potrebbe cerca di esprimerlo senza offendere e in modo gentile."
Camp300HS,"1,1919726798275E+018",@orfini Vaffanculo subito senza tentennamenti e perdite di tempo tu e lo “ius culturae”,"""Giusto condannare il razzismo negli stadi e nel paese. Ma se davvero lo si vuole combattere, non basta indignarsi:\u2026 https://t.co/3MMtsrTkx0""",singolo,personaggi,insulto generico,1,0,OFF infastidire,"È normale che alcuni comportamenti/opinioni/pensieri ci possano infastidire, ma si potrebbe cerca di esprimerlo senza offendere e in modo gentile."
Camp300HS,"1,18559922296559E+018",@Oli19312519 @Gazzetta_it Ma@vai a cagare gobbo di merda,NOT FOUND,singolo,utente,insulto generico,1,0,OFF infastidire,"È normale che alcuni comportamenti/opinioni/pensieri ci possano infastidire, ma si potrebbe cerca di esprimerlo senza offendere e in modo gentile."
Camp300HS,"1,22613815756715E+018","@vcristina29 #masini ma va a cagar, coglione!","""Masini com'era il titolo della tua canzone? Vaff......\n\nhttps://t.co/rojV142kD8""",singolo,utente,insulto generico,1,0,OFF infastidire,"È normale che alcuni comportamenti/opinioni/pensieri ci possano infastidire, ma si potrebbe cerca di esprimerlo senza offendere e in modo gentile."
Camp300casuali,"1,19998452937887E+018",@MarcoKappa11 @PeruginiRoberto @leleadani Ma va a cagare idiota,"""PORCODIO CHE SCHIFO !!!\nVERGOGNATI FIGLIO DI TROIA\n@leleadani https://t.co/Ewvd8OMqLZ""",singolo,utente,insulto generico,1,0,OFF infastidire,"È normale che alcuni comportamenti/opinioni/pensieri ci possano infastidire, ma si potrebbe cerca di esprimerlo senza offendere e in modo gentile."
Camp300HS,"1,18994862270993E+018","@Gazzetta_it Per i bovini l'avverbio ""vicino"" non esiste.","""Il #Torino \u00e8 in ritiro: incontro con i tifosi al Filadelfia. E #Izzo: \u201cOra stateci vicini\u201d https://t.co/EIfyM8TQY6 #serieA #torino""",organizzazione,squadra,insulto generico,1,0,OFF infastidire,"È normale che alcuni comportamenti/opinioni/pensieri ci possano infastidire, ma si potrebbe cerca di esprimerlo senza offendere e in modo gentile."
Camp100hs,"1,21859425025599E+018",@Sport_Mediaset Che se spenga il culo ma in tutti i sensi,,singolo,non identificabile,insulto generico,1,0,OFF innervosirsi,"È comprensibile che alcune volte ci si innervosisca, ma si può spiegare il proprio punto di vista invece di offendere."
Camp300HS,"1,21427032054849E+018","@pap1pap @SkySport Diciamo le cose come stanno: Marocchi, gobbo maledetto, hai rotto i coglioni. Sei noioso","""#Marocchi, noi vorremmo che @SkySport, con quello che paghiamo, ci evitasse i tifosi dichiarati...come vedi ognuno\u2026 https://t.co/0KuQzw3lmt""",singolo,giornalismo,insulto generico,1,0,OFF innervosirsi,"È comprensibile che alcune volte ci si innervosisca, ma si può spiegare il proprio punto di vista invece di offendere."
Camp300casuali,"1,18849386830992E+018","@GoalItalia Che mongoloide, ma come si fa?? E continuate a dare soldi a quei porci di Sky","""Bergomi polemico durante #InterParma: il riferimento \u00e8 alla gara tra Lecce e Juventus \ud83d\udd25\nhttps://t.co/J63jLvM6qQ""",organizzazione,giornalismo,insulto categoria,2,0,OFF innervosirsi,"È comprensibile che alcune volte ci si innervosisca, ma si può spiegare il proprio punto di vista invece di offendere."
Camp300casuali,"1,18984121215872E+018",@GerardoMarino76 @AIA_it @SerieA ogni domenica è un schifo....e li pagano pure sti 🤡🤡,NOT FOUND,gruppo,non identificabile,insulto generico,1,0,OFF innervosirsi,"È comprensibile che alcune volte ci si innervosisca, ma si può spiegare il proprio punto di vista invece di offendere."
Camp100hs,"1,20521779960766E+018","""@SkySport per favore non mandate più quella testa di cazzo di marcheggiani a commentare la roma . Grazie""",,singolo,giornalismo,insulto generico,1,0,OFF operato,"Anche se l'operato di una persona può essere discutibile, non è necessario offendere."
Camp300HS,"1,21612739784787E+018",@Gazzetta_it Piangina oggi ringrazia il tuo Handa e anche la VAR .... che seno manco ti presentavi alle interviste.... pezzente mercenario,"""#InterAtalanta, #Conte: \u201cNoi straordinari, ma siamo sempre contati\u201d https://t.co/ifg4cvJT0U #serieA #inter""",singolo,allenatori,insulto generico,1,0,OFF operato,"Anche se l'operato di una persona può essere discutibile, non è necessario offendere."
Camp100hs,"1,1859281090964E+018","@s_tamburini Dirti che sei un pirla è farti un complimento, mio Dio a che livello è arrivato il giornalismo italiano 😩",,singolo,giornalismo,insulto generico,1,0,OFF operato,"Anche se l'operato di una persona può essere discutibile, non è necessario offendere."
Camp300casuali,"1,22444298150925E+018",@SkySport Sentite CAressa e bergomi ci hanno rotto le @@... avete capito????????? Sono delle ccivette... BERGOMI SPERO .....,"""#Quagliarella, gol da urlo: la fotosequenza della prodezza in #SampNapoli\nFOTO https://t.co/MK0ggFfxHb""",organizzazione,giornalismo,insulto generico,1,0,OFF operato,"Anche se l'operato di una persona può essere discutibile, non è necessario offendere."
Camp300casuali,"1,22154417877518E+018","@SkySport la vostra cronaca, a mio parere, fa venire il vomito ai morti. #NapoliJuve",NOT FOUND,organizzazione,giornalismo,insulto generico,1,0,OFF operato,"Anche se l'operato di una persona può essere discutibile, non è necessario offendere."
Camp300HS,"1,20183634748654E+018","""@Sport_Mediaset Siete delle capre ignoranti.Due cose in croce dovete fare e in entrambe siete peggio di mio cugino di 12 anni...""","""#Diletta Leotta e Lady #DeLigt incantano al Gal\u00e0 del Calcio #Aic. \nhttps://t.co/6Y5uTy0VHO""",organizzazione,giornalismo,insulto generico,1,0,OFF operato,"Anche se l'operato di una persona può essere discutibile, non è necessario offendere."
Camp300casuali,"1,19089411533823E+018",@realvarriale A -11 gli si è atrofizzato il cervello 🧠,"""Ancora un fallo di mano di #Deligt, sarebbe da rigore visti i precedenti, l'ultimo quello di oggi all' Olimpico, ma\u2026 https://t.co/wux1pzbJ5u""",singolo,giornalismo,insulto generico,1,0,OFF operato,"Anche se l'operato di una persona può essere discutibile, non è necessario offendere."
Camp300HS,"1,1932872298353E+018",@Gazzetta_it Gazza ..... cambia giornalisti o datevi all’ippica.... buffoni !,"""#Barella, una magia cancella i tanti errori. #Lukaku fa arrabbiare San Siro #Inter #InterVerona https://t.co/3rj9KfE5hT #serieA #inter""",organizzazione,giornalismo,insulto generico,1,0,OFF operato,"Anche se l'operato di una persona può essere discutibile, non è necessario offendere."
Camp300casuali,"1,22662269452484E+018",@SkySport  siete capaci a trovare un telecronista che sia professionale e non come quei pagliacci di @leleadani e Bergomi!!!!,NOT FOUND,organizzazione,giornalismo,insulto generico,1,0,OFF operato,"Anche se l'operato di una persona può essere discutibile, non è necessario offendere."
Camp300HS,"1,18151439257742E+018","@Sport_Mediaset E fú così che il Milan finí nel baratro più totale, un allenatore mediocre per un Milan imbarazzante","""#Milan, #Pioli a un passo dal s\u00ec. Qui i dettagli. \u2b07\ufe0f\u2b07\ufe0f\u2b07\ufe0f\nhttps://t.co/bbKMVnbJuW https://t.co/KEhXvWyt0s""",organizzazione,squadra,insulto generico,1,0,OFF operato,"Anche se l'operato di una persona può essere discutibile, non è necessario offendere."
Camp300HS,"1,18053328882757E+018",@tuttosport Ti brucia il culo parrucchino? via la Stella a un coglione e darla a un campione #fortunato #Marchisio,"""#Conte furioso: \""Deficienti e ignoranti quelli che hanno fatto la petizione sulla stella #Juve\"" #InterJuventus \ud83d\udd0a\u2935\ufe0f https://t.co/7Cj4bRXQJY""",singolo,allenatori,insulto generico,1,0,OFF opinione,"Anche se non si condivide l'opinione di alcune persone, si può esprimere il proprio disaccordo senza offendere."
Camp300HS,"1,22676390069311E+018",@matteosalvinimi Grazie a questi coglioni che mi votano basta dire 4 cazzata cioe' una immigrazione immigrazione immugrazione immigrazione.,"""Buonanotte alla nostra splendida comunit\u00e0. Non mi stancher\u00f2 mai di dirlo: grazie di esserci sempre! \ud83c\uddee\ud83c\uddf9 https://t.co/MYclW7Mo3a""",gruppo,non identificabile,insulto generico,1,0,OFF opinione,"Anche se non si condivide l'opinione di alcune persone, si può esprimere il proprio disaccordo senza offendere."
Camp300HS,"1,18625607789096E+018",@Gazzetta_it @Vivo_Azzurro Siete proprio delle merde. Donnarumma è il titolare e non rompere il cazzo,""".@Vivo_Azzurro, il c.t. #Mancini: \u201c#DeRossi e #Buffon di nuovo in azzurro? Idea di #Gravina che mi trova d\u2019accordo\u201d https://t.co/tWYwYajgHj""",gruppo,non identificabile,insulto generico,1,0,OFF opinione,"Anche se non si condivide l'opinione di alcune persone, si può esprimere il proprio disaccordo senza offendere."
Camp300HS,"1,21778173168161E+018",@tuttosport Pagliaccio lui e la fiesole. Ha ragione il Gasp.,"""#Commisso replica a #Gasperini: \""Mio figlio minacciato dai tifosi dell'#Atalanta\"" https://t.co/eQk43Mvd82""",singolo,allenatori,insulto generico,1,0,OFF opinione,"Anche se non si condivide l'opinione di alcune persone, si può esprimere il proprio disaccordo senza offendere."
Camp300HS,"1,2249266988205E+018",@tarantoce @fcin1908it No lascia che continui. Nessuno lo guarda più in tele e deve parlare di altro  poveraccio.,NOT FOUND,singolo,giornalismo,insulto generico,1,0,OFF opinione,"Anche se non si condivide l'opinione di alcune persone, si può esprimere il proprio disaccordo senza offendere."
Camp300casuali,"1,19467315503135E+018","@pichettodanilo @it_samp Ma ormai chi vuoi che creda a quel cialtrone, mi stupisco  che i media gli diano ancora a mente.","""@it_samp \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02non fa a tempo a dire una delle sue cazzate che subito tutti lo schifano con lui non vuole venire nessuno""",singolo,non identificabile,insulto generico,1,0,OFF opinione,"Anche se non si condivide l'opinione di alcune persone, si può esprimere il proprio disaccordo senza offendere."
Camp300HS,"1,20433256867973E+018",@Gazzetta_it ...andate a scrivere nei cessi degli #autogrill ...🤡🤡🤡,"""Il nostro #commento La #Lazio insegna: si possono fare grandi cose senza rose smisurate https://t.co/BEglFdUFMR #serieA #lazio""",organizzazione,giornalismo,insulto generico,1,0,OFF opinione,"Anche se non si condivide l'opinione di alcune persone, si può esprimere il proprio disaccordo senza offendere."
Camp100hs,"1,1812734065552E+018",@SkySport oooh ma cazzo vuoi vattene al Milan e non scassare i coglioni #Spalletti,,singolo,allenatori,insulto generico,1,0,OFF opinione,"Anche se non si condivide l'opinione di alcune persone, si può esprimere il proprio disaccordo senza offendere."
Camp300casuali,"1,2027028312974E+018",@capuanogio Un grande giornale italiano???? Il corriere dello sport???? Ma vai a cagare pirla,"""Discutete quello che volete (io non avrei titolato cos\u00ec un mio pezzo, ad esempio) ma dire che #Zazzaroni e il\u2026 https://t.co/ljo5StlBfJ""",singolo,giornalismo,insulto generico,1,0,OFF opinione,"Anche se non si condivide l'opinione di alcune persone, si può esprimere il proprio disaccordo senza offendere."
Camp300casuali,"1,22662755641953E+018",@SkySport @caressafabio ma non vi vergognate neanche un po a sostenere tesi indegne come questa!?!? Ma non vi fate schifo!?!?,NOT FOUND,organizzazione,giornalismo,insulto generico,1,0,OFF opinione,"Anche se non si condivide l'opinione di alcune persone, si può esprimere il proprio disaccordo senza offendere."
